File,Function,Kind,TypeAnnotation
"sample/test_logging.jl","plot","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"sample/test_logging.jl","f","mtsig","Tuple{Any}"
"sample/test_logging.jl","ingredients","mtsig","Tuple{String}"
"sample/test_logging.jl","eval","mtsig","Tuple{Any}"
"sample/test_logging.jl","include","mtsig","Tuple{Any}"
"sample/test_logging.jl","include","mtsig","Tuple{Function, Any}"
"sample/test_logging.jl","f","mtsig","Tuple{Any, Any}"
"sample/test_logging.jl","<NA-name>","mtsig","Tuple{}"
"sample/test_logging.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Configuration.jl","notebook_path_suggestion","mtsig","Tuple{}"
"src/Configuration.jl","__init__","mtsig","Tuple{}"
"src/Configuration.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Configuration.jl","roughly_the_number_of_physical_cpu_cores","mtsig","Tuple{}"
"src/Configuration.jl","default_number_of_threads","mtsig","Tuple{}"
"src/Configuration.jl","from_flat_kwargs","mtsig","Tuple{Union{Nothing, String}, String, Union{Nothing, Integer}, Bool, Bool, Bool, String, Bool, Bool, Real, Bool, Union{Nothing, String, Vector{<:String}}, Bool, Real, Real, String, Function, Bool, Bool, Bool, Bool, Bool, Bool, Union{Nothing, String}, Union{Nothing, String}, Union{Nothing, String}, Union{Nothing, Int}, Union{Nothing, String}, Union{Nothing, String}, Union{Nothing, String}, Union{Nothing, String, Int}}"
"src/Configuration.jl","_merge_notebook_compiler_options","mtsig","Tuple{Any, CompilerOptions}"
"src/Configuration.jl","_convert_to_flags","mtsig","Tuple{CompilerOptions}"
"src/Pluto.jl","project_relative_path","mtsig","Tuple{Any, Vararg{Any}}"
"src/analysis/DependencyCache.jl","downstream_cells_map","mtsig","Tuple{Cell, NotebookTopology}"
"src/analysis/DependencyCache.jl","upstream_cells_map","mtsig","Tuple{Cell, NotebookTopology}"
"src/analysis/DependencyCache.jl","update_dependency_cache!","mtsig","Tuple{Cell, NotebookTopology}"
"src/analysis/DependencyCache.jl","update_dependency_cache!","mtsig","Tuple{Notebook, NotebookTopology}"
"src/analysis/Errors.jl","CyclicReferenceError","mtsig","Tuple{NotebookTopology, AbstractVector{Cell}}"
"src/analysis/Errors.jl","MultipleDefinitionsError","mtsig","Tuple{NotebookTopology, Cell, Any}"
"src/analysis/Errors.jl","defs","mtsig","Tuple{Any}"
"src/analysis/Errors.jl","showerror","mtsig","Tuple{IO, CyclicReferenceError}"
"src/analysis/Errors.jl","showerror","mtsig","Tuple{IO, MultipleDefinitionsError}"
"src/analysis/Errors.jl","relay_reactivity_error!","mtsig","Tuple{Cell, Exception}"
"src/analysis/ExpressionExplorer.jl","Base.:(==)","mtsig","Tuple{FunctionNameSignaturePair, FunctionNameSignaturePair}"
"src/analysis/ExpressionExplorer.jl","Base.hash","mtsig","Tuple{FunctionNameSignaturePair, UInt}"
"src/analysis/ExpressionExplorer.jl","ScopeState","mtsig","Tuple{}"
"src/analysis/ExpressionExplorer.jl","union","mtsig","Tuple{Dict{FunctionNameSignaturePair, SymbolsState}, Vararg{Dict{FunctionNameSignaturePair, SymbolsState}}}"
"src/analysis/ExpressionExplorer.jl","union!","mtsig","Tuple{Dict{FunctionNameSignaturePair, SymbolsState}, Vararg{Dict{FunctionNameSignaturePair, SymbolsState}}}"
"src/analysis/ExpressionExplorer.jl","union","mtsig","Tuple{SymbolsState, SymbolsState}"
"src/analysis/ExpressionExplorer.jl","union!","mtsig","Tuple{SymbolsState, Vararg{SymbolsState}}"
"src/analysis/ExpressionExplorer.jl","union!","mtsig","Tuple{Tuple{FunctionName, SymbolsState}, Vararg{Tuple{FunctionName, SymbolsState}}}"
"src/analysis/ExpressionExplorer.jl","union","mtsig","Tuple{ScopeState, ScopeState}"
"src/analysis/ExpressionExplorer.jl","union!","mtsig","Tuple{ScopeState, Vararg{ScopeState}}"
"src/analysis/ExpressionExplorer.jl","==","mtsig","Tuple{SymbolsState, SymbolsState}"
"src/analysis/ExpressionExplorer.jl","Base.push!","mtsig","Tuple{Set}"
"src/analysis/ExpressionExplorer.jl","explore_inner_scoped","mtsig","Tuple{Expr, ScopeState}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","will_assign_global","mtsig","Tuple{Symbol, ScopeState}"
"src/analysis/ExpressionExplorer.jl","will_assign_global","mtsig","Tuple{Array{Symbol, 1}, ScopeState}"
"src/analysis/ExpressionExplorer.jl","get_global_assignees","mtsig","Tuple{Any, ScopeState}"
"src/analysis/ExpressionExplorer.jl","get_assignees","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","get_assignees","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","get_assignees","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","all_underscores","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","uncurly!","mtsig","Tuple{Expr, ScopeState}"
"src/analysis/ExpressionExplorer.jl","uncurly!","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","uncurly!","mtsig","Tuple{Symbol, Any}"
"src/analysis/ExpressionExplorer.jl","split_funcname","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","split_funcname","mtsig","Tuple{QuoteNode}"
"src/analysis/ExpressionExplorer.jl","split_funcname","mtsig","Tuple{GlobalRef}"
"src/analysis/ExpressionExplorer.jl","split_funcname","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","split_funcname","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","all_iters_eq","mtsig","Tuple{Any, Any}"
"src/analysis/ExpressionExplorer.jl","is_just_dots","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","is_just_dots","mtsig","Tuple{Union{QuoteNode, Symbol, GlobalRef}}"
"src/analysis/ExpressionExplorer.jl","is_just_dots","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","without_dotprefix","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","without_dotsuffix","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","generate_funcnames","mtsig","Tuple{FunctionName}"
"src/analysis/ExpressionExplorer.jl","join_funcname_parts","mtsig","Tuple{FunctionName}"
"src/analysis/ExpressionExplorer.jl","is_joined_funcname","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","macro_has_special_heuristic_inside","mtsig","Tuple{SymbolsState, Expr}"
"src/analysis/ExpressionExplorer.jl","explore!","mtsig","Tuple{MACROCALL, ScopeState}"
"src/analysis/ExpressionExplorer.jl","explore!","mtsig","Tuple{Symbol, ScopeState}"
"src/analysis/ExpressionExplorer.jl","is_function_assignment","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","anonymous_name","mtsig","Tuple{}"
"src/analysis/ExpressionExplorer.jl","explore!","mtsig","Tuple{Expr, ScopeState}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","explore_module_definition!","mtsig","Tuple{Expr, Any, Number}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","explore_module_definition!","mtsig","Tuple{Any, Any, Number}"
"src/analysis/ExpressionExplorer.jl","explore_interpolations!","mtsig","Tuple{Expr, Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","explore_interpolations!","mtsig","Tuple{Any, Any}"
"src/analysis/ExpressionExplorer.jl","explore_funcdef!","mtsig","Tuple{Expr, ScopeState}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","explore_funcdef!","mtsig","Tuple{QuoteNode, ScopeState}"
"src/analysis/ExpressionExplorer.jl","explore_funcdef!","mtsig","Tuple{Symbol, ScopeState}"
"src/analysis/ExpressionExplorer.jl","explore_funcdef!","mtsig","Tuple{Any, ScopeState}"
"src/analysis/ExpressionExplorer.jl","maybe_macroexpand","mtsig","Tuple{Expr, Bool, Bool}"
"src/analysis/ExpressionExplorer.jl","maybe_macroexpand","mtsig","Tuple{Any, Vararg{Any}}"
"src/analysis/ExpressionExplorer.jl","canonalize","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","canonalize","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","hide_argument_name","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","hide_argument_name","mtsig","Tuple{Symbol}"
"src/analysis/ExpressionExplorer.jl","hide_argument_name","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","compute_symbolreferences","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","try_compute_symbolreferences","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","is_implicit_using","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","transform_dot_notation","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","collect_implicit_usings","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","collect_implicit_usings","mtsig","Tuple{Set{Expr}}"
"src/analysis/ExpressionExplorer.jl","collect_implicit_usings","mtsig","Tuple{UsingsImports}"
"src/analysis/ExpressionExplorer.jl","compute_usings_imports!","mtsig","Tuple{UsingsImports, Any}"
"src/analysis/ExpressionExplorer.jl","external_package_names","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","external_package_names","mtsig","Tuple{UsingsImports}"
"src/analysis/ExpressionExplorer.jl","compute_usings_imports","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","is_toplevel_expr","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","is_toplevel_expr","mtsig","Tuple{Any}"
"src/analysis/ExpressionExplorer.jl","get_rootassignee","mtsig","Tuple{Expr, Bool}"
"src/analysis/ExpressionExplorer.jl","get_rootassignee","mtsig","Tuple{Any, Bool}"
"src/analysis/ExpressionExplorer.jl","can_be_function_wrapped","mtsig","Tuple{Expr}"
"src/analysis/ExpressionExplorer.jl","can_be_function_wrapped","mtsig","Tuple{Any}"
"src/analysis/FunctionDependencies.jl","maybe_add_dependent_funccall!","mtsig","Tuple{Set{Symbol}, Nothing}"
"src/analysis/FunctionDependencies.jl","maybe_add_dependent_funccall!","mtsig","Tuple{Set{Symbol}, Any}"
"src/analysis/FunctionDependencies.jl","maybe_add_dependent_funccalls!","mtsig","Tuple{Set{Symbol}}"
"src/analysis/MoreAnalysis.jl","find_bound_variables","mtsig","Tuple{Any}"
"src/analysis/MoreAnalysis.jl","_find_bound_variables!","mtsig","Tuple{Set{Symbol}, Expr}"
"src/analysis/MoreAnalysis.jl","_find_bound_variables!","mtsig","Tuple{Set{Symbol}, Any}"
"src/analysis/MoreAnalysis.jl","downstream_recursive","mtsig","Tuple{Notebook, NotebookTopology, Union{Vector{Cell}, Set{Cell}}}"
"src/analysis/MoreAnalysis.jl","_downstream_recursive!","mtsig","Tuple{Set{Cell}, Notebook, NotebookTopology, Vector{Cell}}"
"src/analysis/MoreAnalysis.jl","upstream_recursive","mtsig","Tuple{Notebook, NotebookTopology, Union{Vector{Cell}, Set{Cell}}}"
"src/analysis/MoreAnalysis.jl","_upstream_recursive!","mtsig","Tuple{Set{Cell}, Notebook, NotebookTopology, Vector{Cell}}"
"src/analysis/MoreAnalysis.jl","codependents","mtsig","Tuple{Notebook, NotebookTopology, Symbol}"
"src/analysis/MoreAnalysis.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/MoreAnalysis.jl","bound_variable_connections_graph","mtsig","Tuple{Notebook}"
"src/analysis/MoreAnalysis.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/Parse.jl","pluto_filename","mtsig","Tuple{Notebook, Cell}"
"src/analysis/Parse.jl","parse_custom","mtsig","Tuple{Notebook, Cell}"
"src/analysis/Parse.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/Parse.jl","fix_linenumbernodes!","mtsig","Tuple{Expr, Any}"
"src/analysis/Parse.jl","fix_linenumbernodes!","mtsig","Tuple{Any, Any}"
"src/analysis/Parse.jl","expression_boundaries","mtsig","Tuple{String, Any}"
"src/analysis/Parse.jl","preprocess_expr","mtsig","Tuple{Expr}"
"src/analysis/Parse.jl","preprocess_expr","mtsig","Tuple{Any}"
"src/analysis/ReactiveNode.jl","Base.union!","mtsig","Tuple{ReactiveNode, Vararg{ReactiveNode}}"
"src/analysis/ReactiveNode.jl","ReactiveNode","mtsig","Tuple{SymbolsState}"
"src/analysis/ReactiveNode.jl","ReactiveNode","mtsig","Tuple{String}"
"src/analysis/ReactiveNode.jl","ReactiveNode","mtsig","Tuple{Expr}"
"src/analysis/ReactiveNode.jl","ReactiveNode_from_expr","mtsig","Tuple{Any}"
"src/analysis/Topology.jl","ExprAnalysisCache","mtsig","Tuple{Any, Cell}"
"src/analysis/Topology.jl","ExprAnalysisCache","mtsig","Tuple{ExprAnalysisCache, Vararg{Any}}"
"src/analysis/Topology.jl","all_cells","mtsig","Tuple{NotebookTopology}"
"src/analysis/Topology.jl","is_resolved","mtsig","Tuple{NotebookTopology}"
"src/analysis/Topology.jl","set_unresolved","mtsig","Tuple{NotebookTopology, Vector{Cell}}"
"src/analysis/TopologyUpdate.jl","updated_topology","mtsig","Tuple{NotebookTopology, Notebook, Any}"
"src/analysis/data structures.jl","ImmutableSet","mtsig","Tuple{Set{T}, Bool} where T"
"src/analysis/data structures.jl","ImmutableSet","mtsig","Tuple{Set{T}, Bool} where T"
"src/analysis/data structures.jl","ImmutableSet","mtsig","Tuple{Any}"
"src/analysis/data structures.jl","ImmutableSet","mtsig","Tuple{} where T"
"src/analysis/data structures.jl","ImmutableSet","mtsig","Tuple{}"
"src/analysis/data structures.jl","Base.copy","mtsig","Tuple{ImmutableSet}"
"src/analysis/data structures.jl","Base.in","mtsig","Tuple{Any, ImmutableSet}"
"src/analysis/data structures.jl","Base.isempty","mtsig","Tuple{ImmutableSet}"
"src/analysis/data structures.jl","Base.length","mtsig","Tuple{ImmutableSet}"
"src/analysis/data structures.jl","Base.iterate","mtsig","Tuple{ImmutableSet, Vararg{Any}}"
"src/analysis/data structures.jl","Base.setdiff","mtsig","Tuple{ImmutableSet, Vararg{Any}}"
"src/analysis/data structures.jl","ImmutableVector","mtsig","Tuple{Any, Bool} where T"
"src/analysis/data structures.jl","ImmutableVector","mtsig","Tuple{AbstractVector{T}, Vararg{Any}} where T"
"src/analysis/data structures.jl","ImmutableVector","mtsig","Tuple{} where T"
"src/analysis/data structures.jl","Base.copy","mtsig","Tuple{ImmutableVector}"
"src/analysis/data structures.jl","Base.in","mtsig","Tuple{Any, ImmutableVector}"
"src/analysis/data structures.jl","Base.isempty","mtsig","Tuple{ImmutableVector}"
"src/analysis/data structures.jl","Base.length","mtsig","Tuple{ImmutableVector}"
"src/analysis/data structures.jl","Base.size","mtsig","Tuple{ImmutableVector}"
"src/analysis/data structures.jl","Base.iterate","mtsig","Tuple{ImmutableVector, Vararg{Any}}"
"src/analysis/data structures.jl","Base.getindex","mtsig","Tuple{ImmutableVector, Integer}"
"src/analysis/data structures.jl","Base.getindex","mtsig","Tuple{ImmutableVector, Vararg{Any}}"
"src/analysis/data structures.jl","delete_unsafe!","mtsig","Tuple{ImmutableSet, Vararg{Any}}"
"src/analysis/data structures.jl","ImmutableDefaultDict","mtsig","(Tuple{Union{Function, DataType}} where V) where K"
"src/analysis/data structures.jl","Base.getindex","mtsig","(Tuple{ImmutableDefaultDict{K, V}, K} where V) where K"
"src/analysis/data structures.jl","Base.merge","mtsig","(Tuple{ImmutableDefaultDict{K, V}, ImmutableDefaultDict{K, V}} where V) where K"
"src/analysis/data structures.jl","Base.merge","mtsig","(Tuple{ImmutableDefaultDict{K, V}, AbstractDict} where V) where K"
"src/analysis/data structures.jl","delete_unsafe!","mtsig","(Tuple{ImmutableDefaultDict{K, V}, Vararg{Any}} where V) where K"
"src/analysis/data structures.jl","Base.copy","mtsig","(Tuple{ImmutableDefaultDict{K, V}} where V) where K"
"src/analysis/data structures.jl","Base.keys","mtsig","Tuple{ImmutableDefaultDict}"
"src/analysis/data structures.jl","Base.values","mtsig","Tuple{ImmutableDefaultDict}"
"src/analysis/data structures.jl","Base.length","mtsig","Tuple{ImmutableDefaultDict}"
"src/analysis/data structures.jl","Base.iterate","mtsig","Tuple{ImmutableDefaultDict, Vararg{Any}}"
"src/analysis/data structures.jl","setdiffkeys","mtsig","(Tuple{Dict{K, V}, Vararg{Any}} where V) where K"
"src/analysis/data structures.jl","setdiffkeys","mtsig","(Tuple{ImmutableDefaultDict{K, V}, Vararg{Any}} where V) where K"
"src/analysis/is_just_text.jl","is_just_text","mtsig","Tuple{NotebookTopology, Cell}"
"src/analysis/is_just_text.jl","no_loops","mtsig","Tuple{Expr}"
"src/analysis/is_just_text.jl","no_loops","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","topological_order","mtsig","Tuple{NotebookTopology, AbstractVector{Cell}, Any}"
"src/analysis/topological_order.jl","bfs","mtsig","Tuple{Cell}"
"src/analysis/topological_order.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","topological_order","mtsig","Tuple{Notebook}"
"src/analysis/topological_order.jl","Base.collect","mtsig","Tuple{TopologicalOrder}"
"src/analysis/topological_order.jl","disjoint","mtsig","Tuple{Set, Set}"
"src/analysis/topological_order.jl","where_referenced","mtsig","Tuple{NotebookTopology, Cell}"
"src/analysis/topological_order.jl","where_referenced","mtsig","Tuple{NotebookTopology, Set{Symbol}}"
"src/analysis/topological_order.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","where_referenced","mtsig","Tuple{Notebook, Vararg{Any}}"
"src/analysis/topological_order.jl","is_soft_edge","mtsig","Tuple{NotebookTopology, Cell, Cell}"
"src/analysis/topological_order.jl","where_assigned","mtsig","Tuple{NotebookTopology, Cell}"
"src/analysis/topological_order.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","where_assigned","mtsig","Tuple{NotebookTopology, Set{Symbol}}"
"src/analysis/topological_order.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","where_assigned","mtsig","Tuple{Notebook, Vararg{Any}}"
"src/analysis/topological_order.jl","is_referenced_anywhere","mtsig","Tuple{Notebook, NotebookTopology, Symbol}"
"src/analysis/topological_order.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","is_assigned_anywhere","mtsig","Tuple{Notebook, NotebookTopology, Symbol}"
"src/analysis/topological_order.jl","<NA-name>","mtsig","Tuple{Any}"
"src/analysis/topological_order.jl","cyclic_variables","mtsig","Tuple{NotebookTopology, AbstractVector{Cell}}"
"src/analysis/topological_order.jl","cycle_is_among_functions","mtsig","Tuple{NotebookTopology, AbstractVector{Cell}}"
"src/analysis/topological_order.jl","cell_precedence_heuristic","mtsig","Tuple{NotebookTopology, Cell}"
"src/evaluation/Run.jl","Base.push!","mtsig","Tuple{Set{Cell}}"
"src/evaluation/Run.jl","set_bond_value_pairs!","mtsig","Tuple{ServerSession, Notebook, Any}"
"src/evaluation/Run.jl","run_reactive!","mtsig","Tuple{ServerSession, Notebook, NotebookTopology, NotebookTopology, Vector{Cell}, Function, Bool, Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{}"
"src/evaluation/Run.jl","run_reactive_core!","mtsig","Tuple{ServerSession, Notebook, NotebookTopology, NotebookTopology, Vector{Cell}, Function, Bool, Vector{Cell}, Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{TUPLE_ARG}"
"src/evaluation/Run.jl","run_reactive_async!","mtsig","Tuple{ServerSession, Notebook, Vector{Cell}, Vararg{Any}}"
"src/evaluation/Run.jl","run_reactive_async!","mtsig","Tuple{ServerSession, Notebook, NotebookTopology, NotebookTopology, Vector{Cell}, Bool, Vararg{Any}}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{}"
"src/evaluation/Run.jl","maybe_async","mtsig","Tuple{Function, Bool}"
"src/evaluation/Run.jl","defined_variables","mtsig","Tuple{NotebookTopology, Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","defined_functions","mtsig","Tuple{NotebookTopology, Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","run_single!","mtsig","Tuple{Union{Tuple{ServerSession, Notebook}, WorkspaceManager.Workspace}, Cell, ReactiveNode, ExprAnalysisCache, Bool, Bool}"
"src/evaluation/Run.jl","set_output!","mtsig","Tuple{Cell, Any, ExprAnalysisCache, Bool}"
"src/evaluation/Run.jl","will_run_code","mtsig","Tuple{Notebook}"
"src/evaluation/Run.jl","is_macro_identifier","mtsig","Tuple{Symbol}"
"src/evaluation/Run.jl","with_new_soft_definitions","mtsig","Tuple{NotebookTopology, Cell, Any}"
"src/evaluation/Run.jl","collect_implicit_usings","mtsig","Tuple{NotebookTopology, Cell}"
"src/evaluation/Run.jl","cells_with_deleted_macros","mtsig","Tuple{NotebookTopology, NotebookTopology}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","defined_macros","mtsig","Tuple{NotebookTopology, Cell}"
"src/evaluation/Run.jl","defined_macros","mtsig","Tuple{ReactiveNode}"
"src/evaluation/Run.jl","can_help_resolve_cells","mtsig","Tuple{NotebookTopology, Cell}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","resolve_topology","mtsig","Tuple{ServerSession, Notebook, NotebookTopology, Symbol, Vector{Cell}}"
"src/evaluation/Run.jl","macroexpand_cell","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","try_macroexpand","mtsig","Tuple{Union{Nothing, Symbol}}"
"src/evaluation/Run.jl","analyze_macrocell","mtsig","Tuple{Cell}"
"src/evaluation/Run.jl","<NA-name>","mtsig","Tuple{Any}"
"src/evaluation/Run.jl","static_macroexpand","mtsig","Tuple{NotebookTopology, Cell}"
"src/evaluation/Run.jl","static_resolve_topology","mtsig","Tuple{NotebookTopology}"
