File,Function,Kind,TypeAnnotation
"src/deprecations.jl","Embedding","mtsig","Tuple{Integer, Integer, Vararg{Any}}"
"src/deprecations.jl","RNNCell","mtsig","Tuple{Integer, Integer, Any, Vararg{Any}}"
"src/deprecations.jl","LSTMCell","mtsig","Tuple{Integer, Integer, Vararg{Any}}"
"src/deprecations.jl","GRUCell","mtsig","Tuple{Integer, Integer, Vararg{Any}}"
"src/deprecations.jl","GRUv3Cell","mtsig","Tuple{Integer, Integer, Vararg{Any}}"
"src/functor.jl","testmode!","mtsig","Tuple{Any, Any}"
"src/functor.jl","<NA-name>","mtsig","Tuple{Any}"
"src/functor.jl","trainmode!","mtsig","Tuple{Any, Any}"
"src/functor.jl","params!","mtsig","Tuple{Params, AbstractArray{<:Number}, Any}"
"src/functor.jl","params!","mtsig","Tuple{Params, Any, Any}"
"src/functor.jl","params","mtsig","Tuple{Vararg{Any}}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Any}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Zygote.FillArrays.AbstractFill}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Random.TaskLocalRNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Random.TaskLocalRNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Random._GLOBAL_RNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Random._GLOBAL_RNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, CUDA.RNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, AbstractRNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCUDAAdaptor, Zygote.OneElement}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, AbstractArray}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, AbstractRange}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, Zygote.FillArrays.AbstractFill}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, T} where T <: CUDA.CUSPARSE.CUDA.CUSPARSE.AbstractCuSparseMatrix"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, Zygote.OneElement}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, AbstractSparseArray}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, CUDA.RNG}"
"src/functor.jl","adapt_storage","mtsig","Tuple{FluxCPUAdaptor, AbstractRNG}"
"src/functor.jl","ChainRulesCore.rrule","mtsig","Tuple{typeof(Array), CUDA.CuArray}"
"src/functor.jl","<NA-name>","mtsig","Tuple{Any}"
"src/functor.jl","ChainRulesCore.rrule","mtsig","Tuple{typeof(Adapt.adapt_storage), FluxCPUAdaptor, CUDA.AbstractGPUArray}"
"src/functor.jl","<NA-name>","mtsig","Tuple{Any}"
"src/functor.jl","cpu","mtsig","Tuple{Any}"
"src/functor.jl","<NA-name>","mtsig","Tuple{Any}"
"src/functor.jl","_isbitsarray","mtsig","Tuple{AbstractArray{<:Number}}"
"src/functor.jl","_isbitsarray","mtsig","Tuple{AbstractArray{T}} where T"
"src/functor.jl","_isbitsarray","mtsig","Tuple{Any}"
"src/functor.jl","_isleaf","mtsig","Tuple{AbstractRNG}"
"src/functor.jl","_isleaf","mtsig","Tuple{Any}"
"src/functor.jl","gpu","mtsig","Tuple{Any}"
"src/functor.jl","<NA-name>","mtsig","Tuple{Any}"
"src/functor.jl","check_use_cuda","mtsig","Tuple{}"
"src/functor.jl","adapt_storage","mtsig","Tuple{Type{<:Real}, AbstractArray{<:Real}}"
"src/functor.jl","paramtype","mtsig","Tuple{Type{<:Real}, Any}"
"src/functor.jl","<NA-name>","mtsig","Tuple{Any}"
"src/functor.jl","f32","mtsig","Tuple{Any}"
"src/functor.jl","f64","mtsig","Tuple{Any}"
"src/functor.jl","trainable","mtsig","Tuple{Cholesky}"
"src/loading.jl","loadleaf!","mtsig","Tuple{Any, Any, Any}"
"src/loading.jl","loadleaf!","mtsig","Tuple{AbstractArray, Any, Any}"
"src/loading.jl","loadleaf!","mtsig","Tuple{Any, AbstractArray, Any}"
"src/loading.jl","loadleaf!","mtsig","Tuple{AbstractArray, Bool, Any}"
"src/loading.jl","loadleaf!","mtsig","Tuple{Bool, AbstractArray, Any}"
"src/loading.jl","loadleaf!","mtsig","Tuple{AbstractArray, AbstractArray, Any}"
"src/loading.jl","_tie_check","mtsig","Tuple{Bool, AbstractArray}"
"src/loading.jl","_tie_check","mtsig","Tuple{AbstractArray, Bool}"
"src/loading.jl","_tie_check","mtsig","Tuple{AbstractArray, AbstractArray}"
"src/loading.jl","_tie_check","mtsig","Tuple{Any, Any}"
"src/loading.jl","_bool_tie_check","mtsig","Tuple{Any, Any}"
"src/loading.jl","loadmodel!","mtsig","Tuple{Any, Any, Any}"
"src/loading.jl","<NA-name>","mtsig","Tuple{Any, Any}"
"src/onehot.jl","OneHotArray","mtsig","(((Tuple{Any} where I) where N) where L) where T"
"src/onehot.jl","OneHotArray","mtsig","Tuple{T, Integer} where T <: Integer"
"src/onehot.jl","OneHotArray","mtsig","((Tuple{I, Integer} where I <: AbstractArray{T, N}) where N) where T"
"src/onehot.jl","_indices","mtsig","Tuple{OneHotArray}"
"src/onehot.jl","_indices","mtsig","Tuple{Base.ReshapedArray{<:Any, <:Any, <:OneHotArray}}"
"src/onehot.jl","OneHotVector","mtsig","Tuple{Any, Any}"
"src/onehot.jl","OneHotMatrix","mtsig","Tuple{Any, Any}"
"src/onehot.jl","_isonehot","mtsig","Tuple{OneHotArray}"
"src/onehot.jl","_isonehot","mtsig","Tuple{Base.ReshapedArray{<:Any, <:Any, <:OneHotArray{<:Any, L}}} where L"
"src/onehot.jl","Base.size","mtsig","Tuple{OneHotArray{<:Any, L}} where L"
"src/onehot.jl","_onehotindex","mtsig","Tuple{Any, Any}"
"src/onehot.jl","Base.getindex","mtsig","Tuple{OneHotVector, Integer}"
"src/onehot.jl","Base.getindex","mtsig","(Tuple{OneHotVector{T, L}, Colon} where L) where T"
"src/onehot.jl","Base.getindex","mtsig","Tuple{OneHotArray, Integer, Vararg{Any}}"
"src/onehot.jl","Base.getindex","mtsig","Tuple{OneHotArray{<:Any, L}, Colon, Vararg{Any}} where L"
"src/onehot.jl","Base.getindex","mtsig","Tuple{OneHotArray{<:Any, <:Any, <:Any, N}, Vararg{Colon, N}} where N"
"src/onehot.jl","Base.getindex","mtsig","Tuple{OneHotArray, CartesianIndex{N}} where N"
"src/onehot.jl","Base.showarg","mtsig","Tuple{IO, OneHotArray, Any}"
"src/onehot.jl","Base.replace_in_print_matrix","mtsig","Tuple{OneHotLike, Integer, Integer, AbstractString}"
"src/onehot.jl","Base.print_array","mtsig","(((Tuple{IO, OneHotLike{T, L, N, var\"N+1\", <:CuArray}} where var\"N+1\") where N) where L) where T"
"src/onehot.jl","Base.print_array","mtsig","(((Tuple{IO, LinearAlgebra.AdjOrTrans{Bool, <:OneHotLike{T, L, N, var\"N+1\", <:CuArray}}} where var\"N+1\") where N) where L) where T"
"src/onehot.jl","_onehot_bool_type","mtsig","Tuple{OneHotLike{<:Any, <:Any, <:Any, N, <:Union{Integer, AbstractArray}}} where N"
"src/onehot.jl","_onehot_bool_type","mtsig","Tuple{OneHotLike{<:Any, <:Any, <:Any, N, <:CuArray}} where N"
"src/onehot.jl","Base.cat","mtsig","Tuple{OneHotLike{<:Any, L}, Vararg{OneHotLike{<:Any, L}}, Int} where L"
"src/onehot.jl","<NA-name>","mtsig","Tuple{Any}"
"src/onehot.jl","<NA-name>","mtsig","Tuple{Any}"
"src/onehot.jl","Base.hcat","mtsig","Tuple{OneHotLike, Vararg{OneHotLike}}"
"src/onehot.jl","Base.vcat","mtsig","Tuple{OneHotLike, Vararg{OneHotLike}}"
"src/onehot.jl","Base.hcat","mtsig","(Tuple{T, Vararg{T}} where T <: OneHotLike{<:Any, L, <:Any, 2}) where L"
"src/onehot.jl","Base.hcat","mtsig","(Tuple{T, Vararg{T}} where T <: OneHotLike{<:Any, L, <:Any, 1}) where L"
"src/onehot.jl","MLUtils.batch","mtsig","Tuple{AbstractArray{<:OneHotVector{<:Any, L}}} where L"
"src/onehot.jl","Adapt.adapt_structure","mtsig","Tuple{Any, OneHotArray{<:Any, L}} where L"
"src/onehot.jl","Base.BroadcastStyle","mtsig","Tuple{Type{<:OneHotArray{<:Any, <:Any, <:Any, N, <:CuArray}}} where N"
"src/onehot.jl","Base.map","mtsig","Tuple{Any, OneHotLike}"
"src/onehot.jl","Base.argmax","mtsig","Tuple{OneHotLike, Any}"
"src/onehot.jl","onehot","mtsig","Tuple{Any, Any}"
"src/onehot.jl","onehot","mtsig","Tuple{Any, Any, Any}"
"src/onehot.jl","_findval","mtsig","Tuple{Any, Any}"
"src/onehot.jl","_findval","mtsig","Tuple{Any, Tuple, Integer}"
"src/onehot.jl","_findval","mtsig","Tuple{Any, Tuple{}, Integer}"
"src/onehot.jl","onehotbatch","mtsig","Tuple{Any, Any, Vararg{Any}}"
"src/onehot.jl","_onehotbatch","mtsig","Tuple{CuArray, Any}"
"src/onehot.jl","_onehotbatch","mtsig","Tuple{Any, Any}"
"src/onehot.jl","_onehotbatch","mtsig","Tuple{Any, Any, Any}"
"src/onehot.jl","onecold","mtsig","Tuple{AbstractVector, Any}"
"src/onehot.jl","onecold","mtsig","Tuple{AbstractArray, Any}"
"src/onehot.jl","<NA-name>","mtsig","Tuple{Any}"
"src/onehot.jl","_fast_argmax","mtsig","Tuple{AbstractArray}"
"src/onehot.jl","_fast_argmax","mtsig","Tuple{OneHotLike}"
"src/onehot.jl","Base.:*","mtsig","Tuple{AbstractMatrix, OneHotLike{<:Any, L}} where L"
"src/onehot.jl","Base.:*","mtsig","Tuple{AbstractMatrix, OneHotLike{<:Any, L, 1}} where L"
"src/onehot.jl","Base.:*","mtsig","Tuple{AbstractMatrix, Adjoint{Bool, <:OneHotMatrix}}"
"src/onehot.jl","Base.:*","mtsig","(Tuple{(\$wrapper){<:Any, <:AbstractMatrix{T}}, OneHotVector{<:Any, L}} where T) where L"
"src/onehot.jl","Base.:*","mtsig","(Tuple{(\$wrapper){<:Number, <:AbstractVector{T}}, OneHotVector{<:Any, L}} where T) where L"
"src/outputsize.jl","Nil","mtsig","Tuple{T} where T <: Number"
"src/outputsize.jl","::Type{T}","mtsig","Tuple{Nil} where T <: Number"
"src/outputsize.jl","Base.convert","mtsig","Tuple{Type{Nil}, Number}"
"src/outputsize.jl","Base.float","mtsig","Tuple{Type{Nil}}"
"src/outputsize.jl","Base.:(\$f)","mtsig","Tuple{Nil}"
"src/outputsize.jl","Base.:(\$f)","mtsig","Tuple{Nil, Nil}"
"src/outputsize.jl","Base.:<","mtsig","Tuple{Nil, Nil}"
"src/outputsize.jl","Base.:<=","mtsig","Tuple{Nil, Nil}"
"src/outputsize.jl","Base.isnan","mtsig","Tuple{Nil}"
"src/outputsize.jl","Base.isfinite","mtsig","Tuple{Nil}"
"src/outputsize.jl","Base.typemin","mtsig","Tuple{Type{Nil}}"
"src/outputsize.jl","Base.typemax","mtsig","Tuple{Type{Nil}}"
"src/outputsize.jl","Base.promote_rule","mtsig","Tuple{Type{Nil}, Type{<:Number}}"
"src/outputsize.jl","Random.rand","mtsig","Tuple{Random.AbstractRNG, Random.SamplerType{Nil}}"
"src/outputsize.jl","outputsize","mtsig","Tuple{Any, Vararg{Tuple}, Any}"
"src/outputsize.jl","nil_input","mtsig","Tuple{Bool, Tuple{Vararg{Integer}}}"
"src/outputsize.jl","nil_input","mtsig","Tuple{Bool, Vararg{Tuple{Vararg{Integer}}}}"
"src/outputsize.jl","nil_input","mtsig","Tuple{Bool, Tuple{Vararg{Tuple}}}"
"src/outputsize.jl","outputsize","mtsig","Tuple{Chain, Vararg{Tuple{Vararg{Integer}}}, Any}"
"src/outputsize.jl","outputsize","mtsig","Tuple{Tuple, Vararg{Tuple}, Any}"
"src/outputsize.jl","outputsize","mtsig","Tuple{AbstractVector, Vararg{Tuple}, Any}"
"src/outputsize.jl","l::\$layer","mtsig","Tuple{AbstractArray{Nil}}"
"src/outputsize.jl","NNlib.:(\$fn)","mtsig","Tuple{AbstractArray{Nil}, AbstractArray{Nil}, \$Dims}"
"src/outputsize.jl","NNlib.:(\$fn)","mtsig","Tuple{AbstractArray{<:Real}, AbstractArray{Nil}, \$Dims}"
"src/outputsize.jl","NNlib.:(\$fn)","mtsig","Tuple{AbstractArray{Nil}, AbstractArray{<:Real}, \$Dims}"
"src/utils.jl","nfan","mtsig","Tuple{}"
"src/utils.jl","nfan","mtsig","Tuple{Any}"
"src/utils.jl","nfan","mtsig","Tuple{Any, Any}"
"src/utils.jl","nfan","mtsig","Tuple{Tuple}"
"src/utils.jl","nfan","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","ofeltype","mtsig","Tuple{Any, Any}"
"src/utils.jl","epseltype","mtsig","Tuple{Any}"
"src/utils.jl","rng_from_array","mtsig","Tuple{AbstractArray}"
"src/utils.jl","rng_from_array","mtsig","Tuple{CuArray}"
"src/utils.jl","rng_from_array","mtsig","Tuple{}"
"src/utils.jl","rng_from_array","mtsig","Tuple{}"
"src/utils.jl","rng_from_array","mtsig","Tuple{}"
"src/utils.jl","rng_from_array","mtsig","Tuple{}"
"src/utils.jl","glorot_uniform","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Real}"
"src/utils.jl","glorot_uniform","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","glorot_uniform","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","glorot_normal","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Real}"
"src/utils.jl","glorot_normal","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","glorot_normal","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","kaiming_uniform","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Real}"
"src/utils.jl","kaiming_uniform","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","kaiming_uniform","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","kaiming_normal","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Real}"
"src/utils.jl","kaiming_normal","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","kaiming_normal","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","truncated_normal","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Any, Any, Any, Any}"
"src/utils.jl","norm_cdf","mtsig","Tuple{Any}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Any}"
"src/utils.jl","truncated_normal","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","truncated_normal","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","orthogonal","mtsig","Tuple{AbstractRNG, Integer, Integer, Real}"
"src/utils.jl","orthogonal","mtsig","Tuple{AbstractRNG, Integer, Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","orthogonal","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","orthogonal","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","sparse_init","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Any, Any}"
"src/utils.jl","sparse_init","mtsig","Tuple{Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","sparse_init","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","identity_init","mtsig","Tuple{Integer, Real, Any}"
"src/utils.jl","identity_init","mtsig","Tuple{Integer, Integer, Real, Any}"
"src/utils.jl","identity_init","mtsig","Tuple{Vararg{Integer}, Real, Any}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Any}"
"src/utils.jl","identity_init","mtsig","Tuple{AbstractRNG, Vararg{Integer}, Vararg{Any}}"
"src/utils.jl","identity_init","mtsig","Tuple{AbstractRNG, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","ones32","mtsig","Tuple{Vararg{Integer}}"
"src/utils.jl","zeros32","mtsig","Tuple{Vararg{Integer}}"
"src/utils.jl","ones32","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","zeros32","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","rand32","mtsig","Tuple{Vararg{Integer}}"
"src/utils.jl","rand32","mtsig","Tuple{AbstractRNG, Vararg{Integer}}"
"src/utils.jl","rand32","mtsig","Tuple{AbstractRNG}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","randn32","mtsig","Tuple{Vararg{Integer}}"
"src/utils.jl","randn32","mtsig","Tuple{AbstractRNG, Vararg{Integer}}"
"src/utils.jl","randn32","mtsig","Tuple{AbstractRNG}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}}"
"src/utils.jl","create_bias","mtsig","Tuple{AbstractArray, Bool, Vararg{Integer}}"
"src/utils.jl","create_bias","mtsig","Tuple{AbstractArray, AbstractArray, Vararg{Integer}}"
"src/utils.jl","throttle","mtsig","Tuple{Any, Any, Any, Any}"
"src/utils.jl","throttled","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{}"
"src/utils.jl","<NA-name>","mtsig","Tuple{}"
"src/utils.jl","modules","mtsig","Tuple{Any}"
"src/utils.jl","ChainRulesCore.rrule","mtsig","Tuple{typeof(modules), Any}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Any}"
"src/utils.jl","isleaflike","mtsig","Tuple{Any}"
"src/utils.jl","isleaflike","mtsig","Tuple{Tuple{Vararg{<:Number}}}"
"src/utils.jl","isleaflike","mtsig","Tuple{Tuple{Vararg{<:AbstractArray{<:Number}}}}"
"src/utils.jl","patience","mtsig","Tuple{Any, Any}"
"src/utils.jl","on_trigger","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","on_trigger","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","early_stopping","mtsig","Tuple{Any, Any, Any, Any, Any}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","plateau","mtsig","Tuple{Any, Any, Any, Any, Any}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/utils.jl","<NA-name>","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/cuda/cudnn.jl","BN::Flux.BatchNorm","mtsig","Tuple{Union{CuArray{T, 2}, CuArray{T, 4}, CuArray{T, 5}}, Any} where T <: Union{Float32, Float64}"
"src/cuda/cudnn.jl","ChainRulesCore.rrule","mtsig","Tuple{typeof(batchnorm), Any, Any, Any, Any, Any, Any, Vararg{Any}}"
"src/cuda/cudnn.jl","batchnorm_pullback","mtsig","Tuple{Any}"
"src/layers/basic.jl","Chain","mtsig","Tuple{Vararg{Any}}"
"src/layers/basic.jl","Chain","mtsig","Tuple{Vararg{Any}}"
"src/layers/basic.jl","c::Chain","mtsig","Tuple{Any}"
"src/layers/basic.jl","applychain","mtsig","Tuple{Tuple{Vararg{<:Any, N}}, Any} where N"
"src/layers/basic.jl","applychain","mtsig","Tuple{NamedTuple, Any}"
"src/layers/basic.jl","applychain","mtsig","Tuple{AbstractVector, Any}"
"src/layers/basic.jl","Base.getindex","mtsig","Tuple{Chain, AbstractArray}"
"src/layers/basic.jl","Base.getindex","mtsig","Tuple{Chain{<:NamedTuple}, AbstractArray}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, Chain}"
"src/layers/basic.jl","_show_layers","mtsig","Tuple{Any, Tuple}"
"src/layers/basic.jl","_show_layers","mtsig","Tuple{Any, NamedTuple}"
"src/layers/basic.jl","_show_layers","mtsig","Tuple{Any, AbstractVector}"
"src/layers/basic.jl","activations","mtsig","Tuple{Chain, Any}"
"src/layers/basic.jl","extraChain","mtsig","Tuple{Tuple, Any}"
"src/layers/basic.jl","extraChain","mtsig","Tuple{Tuple{}, Any}"
"src/layers/basic.jl","Dense","mtsig","(Tuple{M, Any, F} where F) where M <: AbstractMatrix"
"src/layers/basic.jl","Dense","mtsig","Tuple{Pair{<:Integer, <:Integer}, Any, Any, Any}"
"src/layers/basic.jl","a::Dense","mtsig","Tuple{AbstractVecOrMat}"
"src/layers/basic.jl","a::Dense","mtsig","Tuple{AbstractArray}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, Dense}"
"src/layers/basic.jl","Scale","mtsig","((Tuple{A, B, F} where F) where B <: Union{Bool, AbstractArray}) where A <: AbstractArray"
"src/layers/basic.jl","Scale","mtsig","Tuple{Integer, Vararg{Integer}, Any, Any, Any}"
"src/layers/basic.jl","Scale","mtsig","Tuple{Vararg{Any}, Any, Any}"
"src/layers/basic.jl","a::Scale","mtsig","Tuple{AbstractArray}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, Scale}"
"src/layers/basic.jl","Maxout","mtsig","Tuple{Vararg{Any}}"
"src/layers/basic.jl","Maxout","mtsig","Tuple{Function, Integer}"
"src/layers/basic.jl","mo::Maxout","mtsig","Tuple{AbstractArray}"
"src/layers/basic.jl","<NA-name>","mtsig","Tuple{Any}"
"src/layers/basic.jl","<NA-name>","mtsig","Tuple{Any, Any}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, Maxout}"
"src/layers/basic.jl","skip::SkipConnection","mtsig","Tuple{Any}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, SkipConnection}"
"src/layers/basic.jl","Bilinear","mtsig","(Tuple{A, Any, F} where F) where A <: AbstractArray"
"src/layers/basic.jl","Bilinear","mtsig","Tuple{Pair{<:Tuple, <:Integer}, Any, Any, Any}"
"src/layers/basic.jl","Bilinear","mtsig","Tuple{Pair{<:Integer, <:Integer}, Any, Vararg{Any}}"
"src/layers/basic.jl","a::Bilinear","mtsig","Tuple{AbstractMatrix, AbstractMatrix}"
"src/layers/basic.jl","a::Bilinear","mtsig","Tuple{AbstractVecOrMat}"
"src/layers/basic.jl","a::Bilinear","mtsig","Tuple{AbstractVector, AbstractVector}"
"src/layers/basic.jl","a::Bilinear","mtsig","Tuple{NTuple{2, AbstractArray}}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, Bilinear}"
"src/layers/basic.jl","Parallel","mtsig","Tuple{Any, Vararg{Any}}"
"src/layers/basic.jl","Parallel","mtsig","Tuple{Any, Vararg{Any}}"
"src/layers/basic.jl","m::Parallel","mtsig","Tuple{Any}"
"src/layers/basic.jl","<NA-name>","mtsig","Tuple{Any}"
"src/layers/basic.jl","m::Parallel","mtsig","Tuple{Tuple}"
"src/layers/basic.jl","m::Parallel","mtsig","Tuple{Vararg{Any}}"
"src/layers/basic.jl","Base.getindex","mtsig","Tuple{Parallel, Any}"
"src/layers/basic.jl","Base.getindex","mtsig","Tuple{Parallel, AbstractVector}"
"src/layers/basic.jl","Base.getindex","mtsig","Tuple{Parallel{<:Any, <:NamedTuple}, AbstractVector}"
"src/layers/basic.jl","Base.keys","mtsig","Tuple{Parallel}"
"src/layers/basic.jl","Base.show","mtsig","Tuple{IO, Parallel}"
