File,Function,Kind,TypeAnnotation,UnrolledTypeAnnotation,TypeVarsSummary,Error,Warning,VarCnt,HasWhere,VarsUsedOnce,UseSiteVariance,ImprUseSiteVariance,ExistInInv,RestrictedScope,ClosedLowerBound,TrivConsistBounds,Package
src/metrics/temporal.jl,summarize_coral_evenness,retty,"Dict{Symbol, AbstractArray{<:Real}}","Dict{Symbol, AbstractArray{var""##ANON_TV#374""} where var""##ANON_TV#374"" <: Real}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#374""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/ADRIA.jl
src/metrics/temporal.jl,summarize_coral_evenness,retty,"Dict{Symbol, AbstractArray{<:Real}}","Dict{Symbol, AbstractArray{var""##ANON_TV#376""} where var""##ANON_TV#376"" <: Real}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#376""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/ADRIA.jl
src/metrics/temporal.jl,summarize_absolute_shelter_volume,retty,"Dict{Symbol, AbstractArray{<:Real}}","Dict{Symbol, AbstractArray{var""##ANON_TV#377""} where var""##ANON_TV#377"" <: Real}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#377""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/ADRIA.jl
src/metrics/temporal.jl,summarize_absolute_shelter_volume,retty,"Dict{Symbol, AbstractArray{<:Real}}","Dict{Symbol, AbstractArray{var""##ANON_TV#378""} where var""##ANON_TV#378"" <: Real}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#378""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/ADRIA.jl
src/metrics/temporal.jl,summarize_relative_shelter_volume,retty,"Dict{Symbol, AbstractArray{<:Real}}","Dict{Symbol, AbstractArray{var""##ANON_TV#379""} where var""##ANON_TV#379"" <: Real}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#379""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/ADRIA.jl
src/metrics/temporal.jl,summarize_relative_shelter_volume,retty,"Dict{Symbol, AbstractArray{<:Real}}","Dict{Symbol, AbstractArray{var""##ANON_TV#380""} where var""##ANON_TV#380"" <: Real}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#380""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/ADRIA.jl
src/schema/jaqcd.jl,<NOT A FUNSIG>,tyassorann,"Maybe{Vector{T} where T <: Union{String, Matrix{Float64}}}","Maybe{Vector{T} where T <: Union{String, Matrix{Float64}}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :(Union{String, Matrix{Float64}}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AWSBraket.jl
src/Attributes.jl,set_attribute!,mtsig,"Tuple{Any, Vararg{Pair{Symbol, <:Any}}}","Tuple{Any, Vararg{Pair{Symbol, var""##ANON_TV#334""} where var""##ANON_TV#334"" <: Any}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#334""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractAlgebra.jl
src/DirectSum.jl,direct_sum,mtsig,Tuple{Vararg{FPModule{<:RingElement}}},"Tuple{Vararg{FPModule{var""##ANON_TV#337""} where var""##ANON_TV#337"" <: RingElement}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#337""), :(Union{}), :RingElement, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractAlgebra.jl
src/WeakValueDict.jl,WeakValueDict,mtsig,"Tuple{Vararg{Pair{K, V} where K}} where V","Tuple{Vararg{Pair{K, V} where K}} where V","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:K, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:V, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,false,true,true,false,true,true,data/ta-info/all/AbstractAlgebra.jl
src/generic/GenericTypes.jl,<NOT A FUNSIG>,tyassorann,Vector{Poly{<:PolyRingElem{T}}},"Vector{Poly{var""##ANON_TV#425""} where var""##ANON_TV#425"" <: PolyRingElem{T}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#425""), :(Union{}), :(PolyRingElem{T}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractAlgebra.jl
src/definitions.jl,complexfloat,mtsig,Tuple{StridedArray{Complex{<:BlasReal}}},"Tuple{StridedArray{Complex{var""##ANON_TV#315""} where var""##ANON_TV#315"" <: BlasReal}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#315""), :(Union{}), :BlasReal, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractFFTs.jl
test/utils.jl,AbstractMCMC.chainscat,mtsig,"Tuple{Union{MyChain, Vector{<:MyChain}}, Vararg{Union{MyChain, Vector{<:MyChain}}}}","Tuple{Union{MyChain, Vector{var""##ANON_TV#318""} where var""##ANON_TV#318"" <: MyChain}, Vararg{Union{MyChain, Vector{var""##ANON_TV#319""} where var""##ANON_TV#319"" <: MyChain}}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#318""), :(Union{}), :MyChain, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCUnion, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#319""), :(Union{}), :MyChain, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractMCMC.jl
src/stats/conversions.jl,convert_arguments,mtsig,"Tuple{SampleBased, NTuple{N, AbstractVector{<:Number}}} where N","Tuple{SampleBased, NTuple{N, AbstractVector{var""##ANON_TV#582""} where var""##ANON_TV#582"" <: Number}} where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#582""), :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractPlotting.jl
src/indexing.jl,Base.to_indices,mtsig,"Tuple{Any, Tuple{Vararg{Union{Integer, CartesianIndex, TupleVector{N, Int} where N}}}}","Tuple{Any, Tuple{Vararg{Union{Integer, CartesianIndex, TupleVector{N, Int} where N}}}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AbstractTensors.jl
src/AccelInterfaces.jl,argsdtypes,retty,"Tuple{Vector{DataType}, Vector{NTuple{M, T} where {M, T <: Integer}}}","Tuple{Vector{DataType}, Vector{(NTuple{M, T} where M) where T <: Integer}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:M, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(:T, :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/AccelInterfaces.jl
src/AcceleratedArray.jl,Base.IndexStyle,mtsig,"Tuple{Type{AcceleratedArray{<:Any, <:Any, A, <:Any}}} where A","Tuple{Type{((AcceleratedArray{var""##ANON_TV#320"", var""##ANON_TV#321"", A, var""##ANON_TV#322""} where var""##ANON_TV#320"" <: Any) where var""##ANON_TV#321"" <: Any) where var""##ANON_TV#322"" <: Any}} where A","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#320""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#321""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#322""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:A, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,4,true,true,false,true,true,false,true,true,data/ta-info/all/AcceleratedArrays.jl
src/construct.jl,construct,mtsig,"Tuple{Type{NamedTuple}, Vararg{Pair{<:PropertyLens}}}","Tuple{Type{NamedTuple}, Vararg{Pair{var""##ANON_TV#338""} where var""##ANON_TV#338"" <: PropertyLens}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#338""), :(Union{}), :PropertyLens, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AccessorsExtra.jl
src/analysis/PolicyValueVerification/src/verification.jl,get_root,mtsig,"Tuple{NTuple{2, Vector{<:Real}}}","Tuple{NTuple{2, Vector{var""##ANON_TV#319""} where var""##ANON_TV#319"" <: Real}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#319""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/AdaStress.jl
src/simulations/collect.jl,single_agent_types!,mtsig,"Tuple{Vector{Vector{T} where T}, ABM, AbstractArray}","Tuple{Vector{Vector{T} where T}, ABM, AbstractArray}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/Agents.jl
src/simulations/collect.jl,multi_agent_types!,mtsig,"Tuple{Vector{Vector{T} where T}, Tuple, ABM, AbstractArray}","Tuple{Vector{Vector{T} where T}, Tuple, ABM, AbstractArray}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/Agents.jl
src/simulations/collect.jl,single_agent_agg_types!,mtsig,"Tuple{Vector{Vector{T} where T}, Vector{String}, ABM, AbstractArray}","Tuple{Vector{Vector{T} where T}, Vector{String}, ABM, AbstractArray}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/Agents.jl
src/simulations/collect.jl,multi_agent_agg_types!,mtsig,"Tuple{Vector{Vector{T} where T}, Tuple, Vector{String}, ABM, AbstractArray}","Tuple{Vector{Vector{T} where T}, Tuple, Vector{String}, ABM, AbstractArray}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/Agents.jl
test/Utils/UtilsTests.jl,<NOT A FUNSIG>,tyassorann,"Array{Tuple{T, Array{T, N} where N, Bool} where T}","Array{Tuple{T, Array{T, N} where N, Bool} where T}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCTuple)], list(JuliaSub.TCInvar))]",false,false,2,true,false,false,false,true,true,true,true,data/ta-info/all/Alicorn.jl
src/mesh/mesh.jl,Mesh,mtsig,"Tuple{Vararg{Union{Mesh, AbstractBlock, Array{<:Union{AbstractBlock, Array}, 1}}}, Bool, Bool, Bool, Any}","Tuple{Vararg{Union{Mesh, AbstractBlock, Array{var""##ANON_TV#396"", 1} where var""##ANON_TV#396"" <: Union{AbstractBlock, Array}}}, Bool, Bool, Bool, Any}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#396""), :(Union{}), :(Union{AbstractBlock, Array}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/Amaru.jl
src/anova.jl,anova,mtsig,"Tuple{Vararg{TableRegressionModel{<:LinearModel}}, Type{<:GoodnessOfFit}, Vararg{Any}}","Tuple{Vararg{TableRegressionModel{var""##ANON_TV#379""} where var""##ANON_TV#379"" <: LinearModel}, Type{var""##ANON_TV#380""} where var""##ANON_TV#380"" <: GoodnessOfFit, Vararg{Any}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#379""), :(Union{}), :LinearModel, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#380""), :(Union{}), :GoodnessOfFit, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/AnovaGLM.jl
src/anova.jl,anova,mtsig,"Tuple{Vararg{TableRegressionModel{<:GeneralizedLinearModel}}, Type{<:GoodnessOfFit}, Vararg{Any}}","Tuple{Vararg{TableRegressionModel{var""##ANON_TV#387""} where var""##ANON_TV#387"" <: GeneralizedLinearModel}, Type{var""##ANON_TV#388""} where var""##ANON_TV#388"" <: GoodnessOfFit, Vararg{Any}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#387""), :(Union{}), :GeneralizedLinearModel, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#388""), :(Union{}), :GoodnessOfFit, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/AnovaGLM.jl
src/objects.jl,<NOT A FUNSIG>,tyassorann,"NamedTuple{(:preset, :mode), Tuple{Symbol, Tuple{Vararg{Symbol, N} where N}}}","NamedTuple{(:preset, :mode), Tuple{Symbol, Tuple{Vararg{Symbol, N} where N}}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCTuple, JuliaSub.TCInvar))]",false,true,1,true,true,true,true,true,true,true,true,data/ta-info/all/AnyMOD.jl
src/objects.jl,<NOT A FUNSIG>,tyassorann,"NamedTuple{(:lvl, :step, :sca), Tuple{Int, Tuple{Vararg{Int, N} where N}, Dict{Tuple{Int, Int}, Float64}}}","NamedTuple{(:lvl, :step, :sca), Tuple{Int, Tuple{Vararg{Int, N} where N}, Dict{Tuple{Int, Int}, Float64}}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCTuple, JuliaSub.TCInvar))]",false,true,1,true,true,true,true,true,true,true,true,data/ta-info/all/AnyMOD.jl
src/dataHandling/util.jl,getResize,mtsig,"Tuple{DataFrame, Tree, NamedTuple{(:lvl, :step, :sca), Tuple{Int, Tuple{Vararg{Int, N} where N}, Dict{Tuple{Int, Int}, Float64}}}}","Tuple{DataFrame, Tree, NamedTuple{(:lvl, :step, :sca), Tuple{Int, Tuple{Vararg{Int, N} where N}, Dict{Tuple{Int, Int}, Float64}}}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCTuple, JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,true,1,true,true,true,true,true,true,true,true,data/ta-info/all/AnyMOD.jl
src/dataHandling/util.jl,getUpBound,mtsig,"Tuple{DataFrame, Float64, NamedTuple{(:lvl, :step, :sca), Tuple{Int, Tuple{Vararg{Int, N} where N}, Dict{Tuple{Int, Int}, Float64}}}, Tree}","Tuple{DataFrame, Float64, NamedTuple{(:lvl, :step, :sca), Tuple{Int, Tuple{Vararg{Int, N} where N}, Dict{Tuple{Int, Int}, Float64}}}, Tree}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCTuple, JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,true,1,true,true,true,true,true,true,true,true,data/ta-info/all/AnyMOD.jl
src/reader.jl,find_type,mtsig,"Tuple{AbstractString, NTuple{2, Vector{<:Pair}}}","Tuple{AbstractString, NTuple{2, Vector{var""##ANON_TV#395""} where var""##ANON_TV#395"" <: Pair}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#395""), :(Union{}), :Pair, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/Apophis.jl
